Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,85
OutDegreeValue,1,2,3,4,5,6,9,10,14
OutDegreeCount,3,56,15,1,1,3,2,3,1
NAValue,1,2,3,4,5,6
NACount,1,2,4,55,21,2
MPCValue,0.00000,0.14933,0.21600,0.76800,0.80000,0.89751,0.90000,0.90888,0.91429,0.93061,0.93223,0.93728,1.00000
MPCCount,1,1,1,1,3,1,55,2,3,13,1,1,2
