Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,55
OutDegreeValue,1,2,3,4,5,6,9
OutDegreeCount,4,34,5,5,2,3,2
NAValue,1,2,3,4,5
NACount,1,3,3,34,14
MPCValue,0.00000,0.21600,0.33333,0.60000,0.80000,0.88889,0.90000,0.90888,0.92410,0.93061,0.94815
MPCCount,1,1,1,1,3,1,34,3,1,5,4
