Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,77
OutDegreeValue,1,2,3,5,6,12,13
OutDegreeCount,5,52,8,1,8,2,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,49,18,2
MPCValue,0.00000,0.15918,0.29388,0.80000,0.90000,0.90888,0.91392,0.93061,0.93600,0.93728,0.96000,0.96667
MPCCount,1,1,1,5,49,1,2,8,1,4,3,1
