Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,98
OutDegreeValue,1,2,3,4,5,6,8,14
OutDegreeCount,11,56,18,5,2,1,4,1
NAValue,1,2,3,4,5,6
NACount,1,6,11,54,20,6
MPCValue,0.00000,0.14933,0.29388,0.38400,0.45000,0.80000,0.90000,0.91349,0.93061,0.93600,0.96000,0.97500,1.00000
MPCCount,1,1,1,2,2,11,54,4,14,2,2,3,1
