Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,68
OutDegreeValue,1,2,3,5,7,9,11,14
OutDegreeCount,4,45,11,1,3,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,4,43,18,1
MPCValue,0.00000,0.14933,0.80000,0.90000,0.90284,0.92410,0.92800,0.93061,0.93600,0.96000
MPCCount,1,1,4,43,1,1,3,11,1,2
