Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,64
OutDegreeValue,1,2,3,4,5,10
OutDegreeCount,4,41,8,5,2,4
NAValue,1,2,3,4,5,6
NACount,1,3,5,39,13,3
MPCValue,0.00000,0.19835,0.33333,0.45000,0.76800,0.80000,0.88889,0.90000,0.92517,0.93061,0.93223,0.94815,0.96000,0.97500,1.00000
MPCCount,1,1,1,1,1,4,1,39,3,5,1,2,1,2,1
