Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,105
OutDegreeValue,1,2,3,4,5,6,7,8,9,15
OutDegreeCount,3,71,15,3,3,2,2,1,4,1
NAValue,1,2,3,4,5,6
NACount,1,3,5,67,27,2
MPCValue,0.00000,0.14062,0.26250,0.76800,0.80000,0.86367,0.86667,0.90000,0.92410,0.93061,0.93223,0.93600,0.94815,0.96000
MPCCount,1,1,2,2,3,1,1,67,4,14,2,1,3,3
