Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,128
OutDegreeValue,1,2,3,4,5,6,8,9,10
OutDegreeCount,9,77,15,6,12,6,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,6,10,76,29,6
MPCValue,0.00000,0.21600,0.29388,0.38400,0.76800,0.80000,0.82721,0.90000,0.93061,0.93223,0.93728,0.97500,1.00000
MPCCount,1,1,4,1,1,9,1,76,14,12,2,5,1
