Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,86
OutDegreeValue,1,2,3,6,7,8,14
OutDegreeCount,4,56,16,2,2,5,1
NAValue,1,2,3,4,5,6
NACount,1,3,4,53,22,3
MPCValue,0.00000,0.14933,0.29388,0.45000,0.80000,0.86367,0.90000,0.91349,0.92800,0.93061,0.96000,1.00000
MPCCount,1,1,1,1,4,1,53,4,2,12,3,3
