Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,74
OutDegreeValue,1,2,3,6,7,9,10,11,14
OutDegreeCount,2,52,10,1,1,5,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,3,52,16,1
MPCValue,0.00000,0.29388,0.73469,0.80000,0.82721,0.90000,0.92098,0.92410,0.92800,0.93061,1.00000
MPCCount,1,1,1,2,1,52,1,5,1,8,1
