Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,48
OutDegreeValue,1,2,3,5,6,7,12
OutDegreeCount,1,37,2,2,1,1,4
NAValue,1,3,4,5
NACount,1,1,35,11
MPCValue,0.00000,0.83333,0.92222,0.93750,0.96000,0.96939,0.97107,0.97633,1.00000
MPCCount,1,1,1,35,3,2,2,1,2
