Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,35
OutDegreeValue,1,2,3,5,7,8,9,12
OutDegreeCount,1,25,3,1,1,2,1,1
NAValue,1,3,4,5
NACount,1,1,25,8
MPCValue,0.00000,0.83333,0.88800,0.88843,0.93750,0.95156,0.96667,0.96939
MPCCount,1,1,1,1,25,2,1,3
