Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,95
OutDegreeValue,1,2,3,6,7,8,9,10,11,14
OutDegreeCount,3,66,12,2,2,6,1,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,3,65,22,2
MPCValue,0.00000,0.14933,0.26250,0.80000,0.86939,0.89751,0.90000,0.90284,0.91349,0.91429,0.93010,0.93061,0.96000
MPCCount,1,1,1,3,1,1,66,1,3,1,3,12,1
