Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,84
OutDegreeValue,1,2,3,4,8,9,10,11,16
OutDegreeCount,2,56,12,7,2,1,1,2,1
NAValue,1,2,3,4,5,6
NACount,1,1,2,56,23,1
MPCValue,0.00000,0.19835,0.80000,0.84375,0.88889,0.89751,0.90000,0.90284,0.91349,0.93061,0.94815
MPCCount,1,1,2,1,2,1,56,2,1,12,5
