Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,63
OutDegreeValue,1,2,3,4,6,7,8,9,11
OutDegreeCount,3,45,4,1,5,1,1,1,2
NAValue,1,2,3,4,5
NACount,1,2,3,43,14
MPCValue,0.00000,0.23704,0.26250,0.80000,0.84432,0.90000,0.92098,0.93061,0.93728,0.96000
MPCCount,1,1,1,3,1,43,2,4,5,2
