Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,63
OutDegreeValue,1,2,3,4,8,11,12,14
OutDegreeCount,1,50,2,2,1,3,3,1
NAValue,1,3,4,5
NACount,1,1,48,13
MPCValue,0.00000,0.83333,0.90265,0.93750,0.95936,0.96000,0.96886,0.96939,0.98765,1.00000
MPCCount,1,1,1,48,2,3,1,2,2,2
