Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,60
OutDegreeValue,1,2,4,6,7,12,13
OutDegreeCount,3,47,2,2,1,4,1
NAValue,1,2,3,4,5
NACount,1,2,3,44,10
MPCValue,0.00000,0.29388,0.53333,0.80000,0.88889,0.90000,0.91852,0.92160,0.93728,0.94815,0.96000
MPCCount,1,1,1,3,1,44,1,4,1,1,2
