Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,77
OutDegreeValue,1,2,3,4,7,8,18
OutDegreeCount,5,51,4,13,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,45,22,2
MPCValue,0.00000,0.11967,0.23704,0.80000,0.88533,0.88889,0.90000,0.93061,0.96000,0.97500,1.00000
MPCCount,1,1,1,5,2,12,45,2,6,1,1
