Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,89
OutDegreeValue,1,2,3,4,6,8,9,15
OutDegreeCount,4,56,17,3,3,4,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,5,55,22,3
MPCValue,0.00000,0.14062,0.21600,0.45000,0.76800,0.80000,0.88889,0.90000,0.90888,0.91349,0.93061,0.97500,1.00000
MPCCount,1,1,1,1,1,4,1,55,3,4,14,2,1
