Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,178
OutDegreeValue,1,2,3,4,5,6,7,9,10
OutDegreeCount,8,109,38,3,8,1,2,4,5
NAValue,1,2,3,4,5,6
NACount,1,7,10,107,46,7
MPCValue,0.00000,0.19835,0.29388,0.38400,0.76800,0.80000,0.84432,0.90000,0.92800,0.93061,0.93223,0.97500,1.00000
MPCCount,1,5,1,1,2,8,4,107,2,32,8,2,5
