Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,125
OutDegreeValue,0,1,2,3,4,5,6,7,13
OutDegreeCount,1,1,81,25,2,10,1,3,1
NAValue,1,2,3,4,5
NACount,3,6,1,77,38
MPCValue,0.00000,0.15918,0.33333,0.53333,0.80000,0.82500,0.88533,0.90000,0.92800,0.93061,0.93223,0.94815,0.96000
MPCCount,3,1,4,1,1,1,1,76,2,25,5,1,4
