Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,84
OutDegreeValue,1,2,3,5,7,9,10,11,13,25
OutDegreeCount,1,60,15,1,1,1,1,2,1,1
NAValue,1,3,4,5
NACount,1,1,58,24
MPCValue,0.00000,0.81962,0.83333,0.93750,0.94045,0.95238,0.96260,0.96667,0.96939,0.97107,1.00000
MPCCount,1,1,1,58,2,1,1,1,15,1,2
