Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,57
OutDegreeValue,1,2,3,7,8,9,15
OutDegreeCount,1,41,6,2,5,1,1
NAValue,1,3,4,5
NACount,1,1,41,14
MPCValue,0.00000,0.83333,0.93750,0.95156,0.96260,0.96667,0.96886,0.96939
MPCCount,1,1,41,1,1,2,4,6
