Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,90
OutDegreeValue,1,2,3,4,5,6,10,14
OutDegreeCount,10,54,15,2,5,1,2,1
NAValue,1,2,3,4,5,6
NACount,1,7,10,49,16,7
MPCValue,0.00000,0.14933,0.29388,0.53333,0.80000,0.90000,0.91429,0.93061,0.93223,0.97500,1.00000
MPCCount,1,1,1,5,10,49,2,9,5,2,5
