Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,80
OutDegreeValue,1,2,3,4,8,9,10,11,17
OutDegreeCount,4,53,15,1,2,1,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,4,51,22,1
MPCValue,0.00000,0.12593,0.80000,0.89751,0.90000,0.90284,0.91349,0.91429,0.93010,0.93061,0.96000,0.97500
MPCCount,1,1,4,1,51,1,1,1,1,15,2,1
