Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,79
OutDegreeValue,1,2,3,5,7,8,10,12
OutDegreeCount,6,48,17,1,1,4,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,7,48,18,2
MPCValue,0.00000,0.17041,0.19835,0.45000,0.76800,0.80000,0.86667,0.90000,0.91349,0.92800,0.93061,0.93223,1.00000
MPCCount,1,1,1,1,1,6,1,47,4,1,12,1,2
