Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,112
OutDegreeValue,1,2,3,4,5,6,7,11,21
OutDegreeCount,1,75,24,1,3,4,2,1,1
NAValue,1,2,3,4,5
NACount,1,3,1,70,37
MPCValue,0.00000,0.10413,0.18333,0.53333,0.80000,0.88533,0.90000,0.93061,0.93223,0.93728,0.94815,0.96000
MPCCount,1,1,1,1,1,1,70,24,3,4,1,4
