Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,104
OutDegreeValue,1,2,3,4,5,12
OutDegreeCount,9,62,14,5,11,3
NAValue,1,2,3,4,5,6
NACount,1,6,9,62,21,5
MPCValue,0.00000,0.17041,0.33333,0.38400,0.45000,0.80000,0.90000,0.92160,0.93061,0.93223,0.94815,1.00000
MPCCount,1,1,1,3,1,9,62,2,8,10,1,5
