Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,114
OutDegreeValue,1,2,3,4,5,6,9,10
OutDegreeCount,12,65,14,15,3,2,2,1
NAValue,1,2,3,4,5,6
NACount,1,8,14,62,21,8
MPCValue,0.00000,0.19835,0.29388,0.38400,0.45000,0.76800,0.80000,0.90000,0.90888,0.92410,0.93061,0.93223,0.94815,0.96000,0.97500,1.00000
MPCCount,1,1,1,5,1,2,12,62,1,2,6,3,8,1,1,7
