Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,48
OutDegreeValue,1,2,3,7,11,12,13
OutDegreeCount,1,38,1,4,2,1,1
NAValue,1,3,4,5
NACount,1,1,36,10
MPCValue,0.00000,0.81962,0.83333,0.93750,0.94045,0.95200,0.96667,0.96939,1.00000
MPCCount,1,1,1,36,1,1,4,1,2
