Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,164
OutDegreeValue,1,2,3,4,5,6,7,8,9,10
OutDegreeCount,7,109,8,15,4,5,9,5,1,1
NAValue,1,2,3,4,5,6
NACount,1,6,7,108,38,4
MPCValue,0.00000,0.19835,0.23704,0.29388,0.74694,0.80000,0.88533,0.88889,0.90000,0.90888,0.92410,0.93010,0.93061,0.93223,0.94815,0.96000,1.00000
MPCCount,1,1,4,1,1,7,8,14,107,4,1,1,3,4,1,2,4
