Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,89
OutDegreeValue,1,2,3,4,7,8,9,14
OutDegreeCount,5,59,14,3,1,4,1,2
NAValue,1,2,3,4,5,6
NACount,1,2,5,55,24,2
MPCValue,0.00000,0.14933,0.80000,0.89751,0.90000,0.91349,0.92800,0.93061,0.94815,0.96000,0.97500,1.00000
MPCCount,1,2,5,1,55,4,1,12,2,4,1,1
