Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,60
OutDegreeValue,1,2,3,4,5,6,8,11
OutDegreeCount,2,40,7,2,1,5,1,2
NAValue,1,2,3,4,5,6
NACount,1,1,3,39,15,1
MPCValue,0.00000,0.18333,0.76800,0.80000,0.90000,0.90284,0.93061,0.93223,0.93728,0.94815,1.00000
MPCCount,1,1,1,2,39,1,6,1,5,2,1
