Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,82
OutDegreeValue,1,2,3,7,8,9,10,23
OutDegreeCount,1,58,14,1,1,2,4,1
NAValue,1,3,4,5
NACount,1,1,58,22
MPCValue,0.00000,0.83333,0.92222,0.93750,0.95238,0.96260,0.96886,0.96939
MPCCount,1,1,1,58,4,2,1,14
