Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,113
OutDegreeValue,1,2,3,4,5,7
OutDegreeCount,12,62,18,10,6,5
NAValue,1,2,3,4,5,6
NACount,1,9,12,64,21,6
MPCValue,0.00000,0.26250,0.38400,0.80000,0.82500,0.88533,0.90000,0.93061,0.93223,0.98400,1.00000
MPCCount,1,1,8,12,2,4,62,16,1,5,1
