Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,85
OutDegreeValue,1,2,3,4,9,10,15
OutDegreeCount,3,55,19,1,3,3,1
NAValue,1,2,3,4,5,6
NACount,1,2,4,55,22,1
MPCValue,0.00000,0.14062,0.19835,0.76800,0.80000,0.86667,0.89751,0.90000,0.91429,0.92410,0.93061,0.94815,1.00000
MPCCount,1,1,1,1,3,1,2,54,2,1,16,1,1
