Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,77
OutDegreeValue,1,2,3,4,5,6,8,9,12,13
OutDegreeCount,4,50,12,2,1,1,3,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,4,50,20,1
MPCValue,0.00000,0.17041,0.80000,0.90000,0.91349,0.92410,0.93061,0.93223,0.93728,0.94815,1.00000
MPCCount,1,1,4,50,3,2,11,1,1,2,1
