Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,79
OutDegreeValue,1,2,3,4,6,7,9,10,12
OutDegreeCount,4,52,13,1,1,2,2,3,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,51,18,2
MPCValue,0.00000,0.17041,0.19835,0.76800,0.80000,0.88533,0.90000,0.90888,0.91429,0.92410,0.92800,0.93061,0.97500,1.00000
MPCCount,1,1,1,1,4,1,51,1,2,2,1,11,1,1
