Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,71
OutDegreeValue,1,2,3,6,8,9,10,21
OutDegreeCount,1,52,10,1,2,1,3,1
NAValue,1,3,4,5
NACount,1,1,49,20
MPCValue,0.00000,0.83333,0.89965,0.93750,0.95238,0.96260,0.96886,0.96939,0.97633,1.00000
MPCCount,1,1,1,49,3,1,1,10,1,3
