Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,164
OutDegreeValue,1,2,3,4,5,6,7,19
OutDegreeCount,10,99,30,8,1,11,4,1
NAValue,1,2,3,4,5,6
NACount,1,7,10,95,44,7
MPCValue,0.00000,0.11400,0.26250,0.29388,0.33333,0.80000,0.90000,0.90888,0.93061,0.94815,0.96000,0.97500,1.00000
MPCCount,1,1,4,1,1,10,95,10,24,6,4,2,5
