Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,77
OutDegreeValue,1,2,3,4,5,7,8,9,10,12
OutDegreeCount,3,54,8,2,2,2,1,1,3,1
NAValue,1,2,3,4,5
NACount,1,2,3,52,19
MPCValue,0.00000,0.17041,0.21600,0.80000,0.85289,0.88889,0.90000,0.91429,0.92800,0.93010,0.93061,0.93223,0.96000
MPCCount,1,1,1,3,1,2,52,3,2,1,7,1,2
