Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,107
OutDegreeValue,1,2,3,5,6,9,10,14,31
OutDegreeCount,1,75,19,3,1,3,3,1,1
NAValue,1,3,4,5
NACount,1,1,75,30
MPCValue,0.00000,0.83333,0.86207,0.93750,0.94675,0.95238,0.96260,0.96939,0.97107
MPCCount,1,1,1,75,1,3,3,19,3
