Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,96
OutDegreeValue,1,2,3,4,5,8,9,10,12,17
OutDegreeCount,2,67,14,2,2,2,3,1,2,1
NAValue,1,2,3,4,5,6
NACount,1,1,3,65,25,1
MPCValue,0.00000,0.17041,0.69421,0.79872,0.80000,0.88889,0.90000,0.91429,0.92410,0.93010,0.93061,0.93223,0.96000,1.00000
MPCCount,1,1,1,1,2,2,65,1,3,2,13,1,2,1
