Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,89
OutDegreeValue,1,2,3,4,7,9,10
OutDegreeCount,10,54,10,7,3,3,2
NAValue,1,2,3,4,5,6
NACount,1,7,10,53,12,6
MPCValue,0.00000,0.38400,0.45000,0.53333,0.80000,0.84432,0.86667,0.90000,0.92410,0.92517,0.92800,0.93061,0.97500,1.00000
MPCCount,1,3,2,2,10,1,1,52,2,2,2,5,4,2
