Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,92
OutDegreeValue,1,2,3,4,5,7,8,10,16
OutDegreeCount,6,59,14,4,1,2,4,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,7,57,22,2
MPCValue,0.00000,0.19835,0.45000,0.76800,0.80000,0.88889,0.90000,0.91349,0.92800,0.93061,0.93223,0.94815,0.96000,1.00000
MPCCount,1,1,2,1,6,2,57,4,2,10,1,2,1,2
