Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,82
OutDegreeValue,1,2,3,4,5,7,10,13
OutDegreeCount,5,52,12,5,1,2,4,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,52,20,2
MPCValue,0.00000,0.19835,0.38400,0.80000,0.88533,0.88889,0.90000,0.91429,0.93061,0.93223,0.97500,1.00000
MPCCount,1,1,1,5,2,3,52,3,11,1,1,1
