Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,78
OutDegreeValue,1,2,3,8,10,22
OutDegreeCount,1,57,11,4,4,1
NAValue,1,3,4,5
NACount,1,1,55,21
MPCValue,0.00000,0.83333,0.89965,0.93750,0.95238,0.96886,0.96939,1.00000
MPCCount,1,1,1,55,4,3,11,2
