Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,105
OutDegreeValue,1,2,3,4,5,6,7,8,9,15
OutDegreeCount,5,67,14,4,5,1,3,4,1,1
NAValue,1,2,3,4,5,6
NACount,1,4,5,67,24,4
MPCValue,0.00000,0.14062,0.29388,0.38400,0.80000,0.89751,0.90000,0.91349,0.92800,0.93010,0.93061,0.93223,0.93600,0.97500
MPCCount,1,1,1,2,5,1,67,3,3,1,14,2,3,1
