Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,42
OutDegreeValue,1,2,3,4,6,8
OutDegreeCount,3,28,6,1,3,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,22,10,2
MPCValue,0.00000,0.23704,0.29388,0.76800,0.80000,0.90000,0.93061,0.93728,0.96000,0.97500,1.00000
MPCCount,1,1,1,2,3,22,4,2,4,1,1
