Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,75
OutDegreeValue,1,2,3,4,6,7,9,10,12
OutDegreeCount,3,54,3,6,1,1,2,1,4
NAValue,1,2,3,4,5,6
NACount,1,2,3,54,14,1
MPCValue,0.00000,0.29388,0.38400,0.80000,0.88533,0.88889,0.90000,0.91429,0.92160,0.92410,0.93061,1.00000
MPCCount,1,1,1,3,1,5,54,1,4,1,2,1
