Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,54
OutDegreeValue,1,2,3,4,5,7,8,12,13,14
OutDegreeCount,1,42,2,1,1,2,1,2,1,1
NAValue,1,3,4,5
NACount,1,1,40,12
MPCValue,0.00000,0.80856,0.83333,0.92593,0.93750,0.95200,0.96667,0.96886,0.96939,0.97107,1.00000
MPCCount,1,1,1,1,40,2,2,1,2,1,2
