Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,65
OutDegreeValue,1,2,3,4,8,9,10,12,16
OutDegreeCount,1,48,6,2,1,1,4,1,1
NAValue,1,3,4,5
NACount,1,1,48,15
MPCValue,0.00000,0.83333,0.92593,0.92800,0.93750,0.95238,0.96260,0.96372,0.96886,0.96939
MPCCount,1,1,2,1,48,2,1,2,1,6
