Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,101
OutDegreeValue,1,2,3,4,5,6,7,9,10,13,16
OutDegreeCount,3,67,17,3,2,2,1,3,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,65,26,2
MPCValue,0.00000,0.13287,0.15918,0.67200,0.71111,0.80000,0.88889,0.90000,0.91429,0.92410,0.93061,0.93223,0.93728,0.96000,1.00000
MPCCount,1,1,1,1,1,3,1,65,1,3,15,2,2,2,2
