Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,64
OutDegreeValue,1,2,3,4,5,6,8,9,11
OutDegreeCount,3,42,8,1,2,4,1,2,1
NAValue,1,2,3,4,5,6
NACount,1,2,3,42,15,1
MPCValue,0.00000,0.18333,0.33333,0.80000,0.85289,0.86367,0.90000,0.92410,0.93061,0.93728,1.00000
MPCCount,1,1,1,3,1,1,42,2,7,4,1
