Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,113
OutDegreeValue,1,2,3,4,5,7,10
OutDegreeCount,8,68,18,5,6,7,1
NAValue,1,2,3,4,5,6
NACount,1,7,10,66,23,6
MPCValue,0.00000,0.19835,0.26250,0.38400,0.76800,0.80000,0.88533,0.90000,0.92800,0.93061,0.93223,0.98400,1.00000
MPCCount,1,1,1,5,2,8,4,66,2,16,1,5,1
