Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,110
OutDegreeValue,1,2,3,4,5,6,7,9
OutDegreeCount,8,64,22,7,1,1,6,1
NAValue,1,2,3,4,5,6
NACount,1,8,8,62,24,7
MPCValue,0.00000,0.21600,0.38400,0.45000,0.80000,0.88533,0.90000,0.93061,0.94286,0.94815,0.96000,0.96667,1.00000
MPCCount,1,1,5,2,8,5,62,15,1,2,2,1,5
