Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,67
OutDegreeValue,1,2,3,4,5,6,7,9,10
OutDegreeCount,5,43,5,5,2,1,2,1,3
NAValue,1,2,3,4,5,6
NACount,1,4,5,43,10,4
MPCValue,0.00000,0.33333,0.38400,0.45000,0.80000,0.88889,0.90000,0.92410,0.92517,0.92800,0.93061,0.94815,0.96667,0.96735,0.98400,1.00000
MPCCount,1,1,1,2,5,1,43,1,3,1,2,2,1,1,1,1
