Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,68
OutDegreeValue,1,2,3,4,6,9,10,11
OutDegreeCount,3,51,3,2,1,2,4,2
NAValue,1,2,3,4,5
NACount,1,2,3,49,13
MPCValue,0.00000,0.21600,0.29388,0.80000,0.84432,0.90000,0.92098,0.92517,0.93061,0.94815,0.96000
MPCCount,1,1,1,3,1,49,2,4,2,2,2
