Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,71
OutDegreeValue,1,2,3,7,9,11,20
OutDegreeCount,1,50,12,1,5,1,1
NAValue,1,3,4,5
NACount,1,1,50,19
MPCValue,0.00000,0.83333,0.84594,0.93750,0.96260,0.96667,0.96939
MPCCount,1,1,1,50,5,1,12
