Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,92
OutDegreeValue,1,2,3,6,7,8,9,10,15
OutDegreeCount,3,62,16,1,1,2,5,1,1
NAValue,1,2,3,4,5
NACount,1,2,3,63,23
MPCValue,0.00000,0.14062,0.19835,0.76667,0.80000,0.84432,0.90000,0.92410,0.92800,0.93010,0.93061
MPCCount,1,1,1,1,3,1,62,4,1,2,15
