Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,91
OutDegreeValue,1,2,3,5,8,9,12,14
OutDegreeCount,3,62,16,1,2,5,1,1
NAValue,1,2,3,4,5
NACount,1,2,3,61,24
MPCValue,0.00000,0.14933,0.17041,0.79200,0.80000,0.86367,0.90000,0.92410,0.93010,0.93061,0.96000
MPCCount,1,1,1,1,3,1,60,5,1,15,2
