Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,95
OutDegreeValue,1,2,3,4,5,7,8,9
OutDegreeCount,6,57,10,11,6,1,2,2
NAValue,1,2,3,4,5,6
NACount,1,5,7,57,20,5
MPCValue,0.00000,0.21600,0.38400,0.71111,0.80000,0.84432,0.88889,0.90000,0.91349,0.93061,0.93223,0.97500,1.00000
MPCCount,1,1,4,1,6,1,2,57,2,9,6,4,1
