Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,72
OutDegreeValue,1,2,3,4,5,6,7,9
OutDegreeCount,9,41,9,4,1,6,1,1
NAValue,1,2,3,4,5,6
NACount,1,4,10,40,13,4
MPCValue,0.00000,0.21600,0.26250,0.38400,0.76800,0.80000,0.90000,0.93061,0.93223,0.93728,0.97500,1.00000
MPCCount,1,1,1,2,1,9,40,6,1,6,2,2
