Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,74
OutDegreeValue,1,2,3,4,5,6,7,8,11,12
OutDegreeCount,3,52,1,9,1,1,2,1,1,3
NAValue,1,2,3,4,5,6
NACount,1,2,4,52,14,1
MPCValue,0.00000,0.18333,0.33333,0.71111,0.80000,0.88889,0.89088,0.90000,0.90888,0.92800,0.93010,1.00000
MPCCount,1,1,1,1,3,7,3,52,1,2,1,1
